name;father;mother;born_place;birthplace_link;relatives;degrees;educated_at;occupation;born_day;born_month;born_year
Vlad Gheorghe;;;Bucharest;http://www.wikidata.org/entity/Q19660;;;;politician;22;02;1985
Maria da Graça CARVALHO;;;Beja;http://www.wikidata.org/entity/Q213251;;;Instituto Superior Técnico;engineer,politician,teacher;09;04;1955
José Manuel Fernandes;;;Vila Verde;http://www.wikidata.org/entity/Q551676;;;University of Minho;engineer,politician;26;07;1967
Manuel Pizarro;;;Coimbra;http://www.wikidata.org/entity/Q45412;;;University of Porto;doctor,politician;02;02;1964
Nuno Melo;;;Vila Nova de Famalicão;http://www.wikidata.org/entity/Q551658;;;;politician;18;03;1966
Paulo Rangel;;;Vila Nova de Gaia;http://www.wikidata.org/entity/Q191135;;;University of Coimbra,Catholic University of Portugal,University of Porto;politician,writer;18;02;1968
Emma Wiesner;;;Q10705183;http://www.wikidata.org/entity/Q10705183;;;Uppsala University;politician;11;11;1992
Norbert Neuser;;;Boppard;http://www.wikidata.org/entity/Q521148;;graduate educationalist;University of Koblenz - Landau;politician,teacher;22;03;1949
Alin Mituța;;;Novaci;http://www.wikidata.org/entity/Q386091;;;Sciences Po;politician;24;05;1984
Klaus Buchner;;;Munich;http://www.wikidata.org/entity/Q1726;;;Ludwig Maximilian University of Munich;politician,teacher,researcher,non-fiction writer;06;02;1941
Raffaele Fitto;Salvatore Fitto;;Maglie;http://www.wikidata.org/entity/Q52153;Salvatore Fitto;;University of Bari;politician;28;08;1969
Thijs Reuten;;;Bussum;http://www.wikidata.org/entity/Q9909;Rosa Reuten,Geert Reuten;;;politician;01;01;1974
Michiel Hoogeveen;;;Leiden;http://www.wikidata.org/entity/Q43631;;;Free University of Amsterdam;politician;01;01;1989
Ana Miguel dos Santos;;;Coimbra;http://www.wikidata.org/entity/Q45412;;;;politician;12;09;1981
Aldo Patriciello;;;Venafro;http://www.wikidata.org/entity/Q279711;;;;politician;27;09;1957
Christian Sagartz;;;;;;;;politician;16;01;1981
Christine Schneider;;;Landau in der Pfalz;http://www.wikidata.org/entity/Q7052;;;Berufsakademie Mosbach;politician;05;06;1972
Birgit Sippel;;;Bochum;http://www.wikidata.org/entity/Q2103;;;;politician;29;01;1960
Karolin Braunsberger-Reinhold;;;Wolfen;http://www.wikidata.org/entity/Q685939;;;;politician;03;11;1986
Claude Moraes;;;Aden;http://www.wikidata.org/entity/Q131694;;;University of Dundee School of Law,University of Dundee,London School of Economics and Political Science;politician;22;10;1965
Camilla Laureti;;;Rome;http://www.wikidata.org/entity/Q220;;;Sapienza University of Rome;politician;20;05;1975
Karsten Lucke;;;Kiel;http://www.wikidata.org/entity/Q1707;;;;politician;29;12;1974
Malte Gallée;;;Schwäbisch Gmünd;http://www.wikidata.org/entity/Q4037;;;;politician;05;09;1993
Catharina Rinzema;;;Soest;http://www.wikidata.org/entity/Q10041;;;Leiden University;politician;04;07;1985
Biljana Borzan;;;Osijek;http://www.wikidata.org/entity/Q1640;;;School of Medicine, University of Zagreb;doctor,politician,official;29;11;1971
René Repasi;;;Karlsruhe;http://www.wikidata.org/entity/Q1040;;;;politician;08;11;1979
Maria Noichl;;;Rosenheim;http://www.wikidata.org/entity/Q4007;;;;politician;09;01;1967
Jan-Christoph Oetjen;;;Rotenburg an der Wümme;http://www.wikidata.org/entity/Q498560;;;Leibniz University Hannover;politician;21;02;1978
Max Orville;Xavier Orville;;;;Xavier Orville;;;politician;19;06;1962
Marina Mesure;;;Marseille;http://www.wikidata.org/entity/Q23482;;;;politician;12;07;1989
Éric Minardi;;;Toulon;http://www.wikidata.org/entity/Q44160;;;;politician,restaurateur;18;03;1956
João Albuquerque;;;Barreiro;http://www.wikidata.org/entity/Q217394;;;;politician;25;12;1986
Theresa Bielowski;;;Schwaz;http://www.wikidata.org/entity/Q583485;;;University of Innsbruck;politician;15;06;1984
Eva Maria Poptcheva;;;;;;;;politician,lawyer,official;17;10;1979
Marlene Mortler;;;Lauf an der Pegnitz;http://www.wikidata.org/entity/Q504334;;;;politician,farmer;16;10;1955
Matthias Ecke;;;Meerane;http://www.wikidata.org/entity/Q20083;;;Leipzig University,Charles University;politician;12;04;1983
Sarah Wiener;Oswald Wiener;Lore Heuermann;Halle;http://www.wikidata.org/entity/Q225774;Oswald Wiener,Lore Heuermann;;;entrepreneur,actor,athlete,non-fiction writer,politician,cook;27;08;1962
Maria Angela Danzì;;;Librizzi;http://www.wikidata.org/entity/Q493482;;;University of Messina;politician;05;07;1957
Elisabetta De Blasis;;;Avezzano;http://www.wikidata.org/entity/Q47125;;;University of L'Aquila;politician;30;04;1974
Matteo Gazzini;;;Bolzano;http://www.wikidata.org/entity/Q6526;;;;politician;09;07;1985
Paola Ghidoni;;;Montecchio Maggiore;http://www.wikidata.org/entity/Q46165;;;;politician;08;07;1963
Denis Nesci;;;Polistena;http://www.wikidata.org/entity/Q54637;;;;politician;25;07;1981
Erik Poulsen;;;Hvam Mejeriby;http://www.wikidata.org/entity/Q2105059;;;Danish School of Journalism;politician;16;06;1967
Beatrice Covassi;;;Florence;http://www.wikidata.org/entity/Q2044;;;University of Florence;politician;01;12;1968
Diane Dodds;;;Banbridge;http://www.wikidata.org/entity/Q58270;;;Queen's University Belfast,Banbridge Academy;politician;16;08;1958
Oriol Junqueras;;;Sant Andreu de Palomar;http://www.wikidata.org/entity/Q990510;;;University of Barcelona,Autonomous University of Barcelona;screenwriter,researcher,politician,teacher,writer;11;04;1969
Ivan Štefanec;;;Považská Bystrica;http://www.wikidata.org/entity/Q319787;;;Comenius University,Rochester Institute of Technology;manager,politician,researcher;01;01;1961
Ivan Štefanec;;;Považská Bystrica;http://www.wikidata.org/entity/Q319787;;;Comenius University,Rochester Institute of Technology;manager,politician,researcher;30;09;1961
João Ferreira;;;Lisbon;http://www.wikidata.org/entity/Q597;;;;politician,biologist;20;11;1978
Krzysztof Hetman;;;Lublin;http://www.wikidata.org/entity/Q37333;;;Maria Curie-Skłodowska University;politician;27;06;1974
Maria Veronica Rossi;;;Ferentino;http://www.wikidata.org/entity/Q50197;;;;politician;22;09;1988
Francesca Peppucci;;;Todi;http://www.wikidata.org/entity/Q20579;;;;politician;02;06;1993
Marek Balt;;;Częstochowa;http://www.wikidata.org/entity/Q103217;;;Częstochowa University of Technology;engineer,politician,teacher;08;04;1973
Patryk Jaki;;;Opole;http://www.wikidata.org/entity/Q92212;;;Faculty of Social Sciences of University of Wrocław;researcher,politician;11;05;1985
Deirdre Clune;Peter Barry;;Cork;http://www.wikidata.org/entity/Q36647;Peter Barry;;University College Cork,Trinity College Dublin;politician;01;06;1959
Elsi Katainen;;;Haapajärvi;http://www.wikidata.org/entity/Q316211;;;University of Jyväskylä;politician;17;12;1966
Silvio Berlusconi;Luigi Berlusconi;Rosa Bossi;Milan;http://www.wikidata.org/entity/Q490;Luigi Berlusconi,Rosa Bossi;;University of Milan;media proprietor,politician,entrepreneur,athlete,manager;29;09;1936
Veronika Vrecionová;;;České Budějovice;http://www.wikidata.org/entity/Q16506;;;Prague University of Economics and Business;politician;08;09;1965
Dolors Montserrat i Montserrat;;Dolors Culleré Montserrat;Sant Sadurní d'Anoia;http://www.wikidata.org/entity/Q984508;Dolors Culleré Montserrat;;Esade,University of Barcelona,Abat Oliba CEU University;politician,lawyer;18;09;1973
Franc Bogovič;;;Veliki Kamen;http://www.wikidata.org/entity/Q2004716;;;University of Maribor;politician,entrepreneur,researcher;02;02;1963
Thomas Rudner;;;Schwäbisch Gmünd;http://www.wikidata.org/entity/Q4037;;;;politician;11;09;1961
Kateřina Konečná;;;Nový Jičín;http://www.wikidata.org/entity/Q3584;;;Masaryk University Faculty of Law,Q12018667,Masaryk University Faculty of Economics and Administration,University of Finance and Administration;politician;20;01;1981
Michaela Šojdrová;;Eva Nováková;Kroměříž;http://www.wikidata.org/entity/Q158239;Eva Nováková;;Mendel University in Brno;politician;28;10;1963
Michaela Šojdrová;;Eva Nováková;Zlín;http://www.wikidata.org/entity/Q171018;Eva Nováková;;Mendel University in Brno;politician;28;10;1963
Stanislav Polčák;;;Slavičín;http://www.wikidata.org/entity/Q1641705;;;Faculty of Law, Charles University in Prague;teacher,politician,lawyer;21;02;1980
Tomáš Zdechovský;;;Havlíčkův Brod;http://www.wikidata.org/entity/Q954596;;;Salesian Pontifical University,University of South Bohemia in České Budějovice,Masaryk University;poet,media,politician,writer;02;11;1979
Laura Ballarín Cereza;;;Barcelona;http://www.wikidata.org/entity/Q1492;;;;politician;19;07;1984
Angel Dzhambazki;;;Sofia;http://www.wikidata.org/entity/Q472;;;Sofia University;politician;21;03;1979
Andrei Slabakov;;;Sofia;http://www.wikidata.org/entity/Q472;;;;actor,screenwriter,film director,politician;13;08;1960
Anders Primdahl Vistisen;;;Viborg Municipality;http://www.wikidata.org/entity/Q502962;;;Aarhus University;politician,lobbyist;12;11;1987
Martine Kemp;;;Luxembourg;http://www.wikidata.org/entity/Q1842;;;Technical University of Darmstadt,École privée Fieldgen,University of Vienna;politician;08;07;1994
Morten Helveg Petersen;Niels Helveg Petersen;Hanne Elisabeth Aarup;Copenhagen;http://www.wikidata.org/entity/Q1748;Niels Helveg Petersen,Hanne Elisabeth Aarup;cand.polit.;Falkonergårdens Gymnasium,University of Copenhagen,INSEAD,European School, Brussels I,European School;politician;14;09;1966
Nikolaj Villumsen;;;Aarhus;http://www.wikidata.org/entity/Q25319;;;University of Copenhagen,Risskov Gymnasium;politician;28;02;1983
Esther Sanz Selva;;;Valencia;http://www.wikidata.org/entity/Q8818;;;;politician;02;07;1985
François Thiollet;;;Châteaubriant;http://www.wikidata.org/entity/Q211187;;;;politician;21;10;1975
Yana Toom;;Margarita Tšernogorova;Tallinn;http://www.wikidata.org/entity/Q1770;Margarita Tšernogorova;;University of Tartu;politician,media;15;10;1966
Dominique Riquet;;;Valenciennes;http://www.wikidata.org/entity/Q163795;;;Lille University of Health and Law;politician,doctor;18;09;1946
Niels Geuking;Helmut Geuking;;Coesfeld;http://www.wikidata.org/entity/Q14914;Helmut Geuking;;;politician;17;11;1992
Linus Glanzelius;;;Gothenburg;http://www.wikidata.org/entity/Q25287;;;;politician;28;12;1990
Carlo Calenda;Fabio Calenda;Cristina Comencini;Rome;http://www.wikidata.org/entity/Q220;Fabio Calenda,Cristina Comencini,Paola Comencini,Francesca Comencini,Luigi Comencini;;Sapienza University of Rome;politician,official,manager;09;04;1973
Anabela Rodrigues;;;Lisbon;http://www.wikidata.org/entity/Q597;;;;politician;18;10;1976
Vasco Becker-Weinberg;;;Lisbon;http://www.wikidata.org/entity/Q597;;;;politician;21;09;1979
Vânia Neto;;;Santarém;http://www.wikidata.org/entity/Q273877;;;;politician;25;04;1979
Teófilo Santos;;;Vila Franca;http://www.wikidata.org/entity/Q1261599;;;;politician,lawyer;12;02;1951
Ricardo Morgado;;;Lamego;http://www.wikidata.org/entity/Q117591;;;;politician;13;05;1987
Q125960633;;;Riga;http://www.wikidata.org/entity/Q1773;;;;politician;24;03;1975
Ruža Tomašić;;;Mladoševica;http://www.wikidata.org/entity/Q3051752;;;Ontario Police College;politician,police officer;10;05;1958
Cristian Ghinea;;;Bucharest;http://www.wikidata.org/entity/Q19660;;;National School of Political and Administrative Studies,London School of Economics and Political Science;researcher,politician,media;20;07;1977
Dan Motreanu;;;Orăștie;http://www.wikidata.org/entity/Q262472;;;West University of Timișoara;politician;11;09;1970
Daniel Buda;;;Românași;http://www.wikidata.org/entity/Q12702041;;;;politician,lawyer;11;01;1970
Mihai Tudose;;;Brăila;http://www.wikidata.org/entity/Q188478;;;Dimitrie Cantemir Christian University;politician,lawyer;06;03;1967
Tudor Ciuhodaru;;;Bacău;http://www.wikidata.org/entity/Q10737004;;;;doctor,politician;16;01;1969
Lucia Ďuriš Nicholsonová;;;Bratislava;http://www.wikidata.org/entity/Q1780;;;Spojená škola (Bratislava, Metodova 2);politician,media;28;11;1976
Silvia Modig;;;Helsinki;http://www.wikidata.org/entity/Q1757;;;;politician,media;08;07;1976
Herbert Dorfmann;;;Brixen;http://www.wikidata.org/entity/Q185541;;;Università Cattolica del Sacro Cuore;politician;04;03;1969
Kris Peeters;;;Reet;http://www.wikidata.org/entity/Q3423037;;;Vlerick Business School,University of Antwerp;politician,lawyer;18;05;1962
Nils Ušakovs;;;Riga;http://www.wikidata.org/entity/Q1773;;university;University of Latvia,University of Southern Denmark;politician;08;06;1976
Wolfram Pirchner;;;Innsbruck;http://www.wikidata.org/entity/Q1735;;;;media,politician,writer;21;04;1958
Guy Verhofstadt;;;Dendermonde;http://www.wikidata.org/entity/Q13122;;;Ghent University;politician;11;04;1953
Nicolas Schmit;;;Differdange;http://www.wikidata.org/entity/Q4844168;;;Paul Cézanne University,Sciences Po Aix-en-Provence;politician,official;10;12;1953
Tilly Metz;;;Luxembourg;http://www.wikidata.org/entity/Q1842;;;Université catholique de Louvain;teacher,politician;26;05;1967
Christian Allard;;;Dijon;http://www.wikidata.org/entity/Q7003;;;;politician;31;03;1964
László Trócsányi;;;Budapest;http://www.wikidata.org/entity/Q1781;;university,phd;Eötvös Loránd University,University of Szeged;politician,lawyer,official;06;03;1956
Martina Michels;;;Berlin;http://www.wikidata.org/entity/Q64;;;Humboldt University of Berlin;politician;01;12;1955
Níkos Papandréou;Andreas Papandreou;Margaret Chant-Papandreou;Alameda;http://www.wikidata.org/entity/Q490744;Andreas Papandreou,Margaret Chant-Papandreou;;Princeton School of Public and International Affairs,Princeton University,Yale University,University of Vermont;politician,writer;29;09;1956
Miroslav Čiž;;;Banská Štiavnica;http://www.wikidata.org/entity/Q208110;;;Faculty of Law at Comenius University in Bratislava;politician,lawyer;11;02;1954
Peter Pollák;;;Levoča;http://www.wikidata.org/entity/Q242478;;;University of Constantine the Philosopher;politician,researcher;20;04;1973
Viktor Uspaskich;;;Urdoma, Lensky District, Arkhangelsk Oblast;http://www.wikidata.org/entity/Q1020487;;;Kaunas University of Technology;businessperson,politician,researcher;24;07;1959
Juozas Olekas;;;Mansky District;http://www.wikidata.org/entity/Q2156434;;;Vilnius University;politician,teacher,doctor;30;10;1955
Seán Kelly;;;Killarney;http://www.wikidata.org/entity/Q623382;Fionnuala Kenny;;St Patrick's College,University College Dublin,St. Brendan's College, Killarney;athlete,politician;26;04;1952
Terry Reintke;;;Gelsenkirchen;http://www.wikidata.org/entity/Q2765;;;Free University Berlin;politician;09;05;1987
Jordi Solé Ferrando;;;Caldes de Montbui;http://www.wikidata.org/entity/Q15400;;;Autonomous University of Barcelona;politician;26;10;1976
Paul Tang;;;Haarlem;http://www.wikidata.org/entity/Q9920;;;University of Amsterdam;politician,researcher;23;04;1967
Stelios Kouloglou;;;Athens;http://www.wikidata.org/entity/Q1524;;;National and Kapodistrian University of Athens;politician,media,writer;27;02;1953
François Alfonsi;;;Ajaccio;http://www.wikidata.org/entity/Q40104;;;;french environment and energy management agency,politician,teacher;14;09;1953
Günther Sidl;;;St. Pölten;http://www.wikidata.org/entity/Q82500;;;University of Vienna;politician;19;03;1975
Søren Gade;;;Holstebro;http://www.wikidata.org/entity/Q27678;;;Danish School of Advertising,Holstebro Gymnasium,Aarhus School of Business,Aarhus University;businessperson,politician,military officer;27;01;1963
Marcel Kolaja;;;Moravská Třebová;http://www.wikidata.org/entity/Q1000078;;;Masaryk University;politician,engineer;29;06;1980
Joachim Schuster;;;Rastatt;http://www.wikidata.org/entity/Q6874;;;University of Marburg,University of Bremen;politician;28;10;1962
Waldemar Tomaszewski;;;Vilnius;http://www.wikidata.org/entity/Q216;;;Vilnius Gediminas Technical University;engineer,politician;03;03;1965
Geoffrey Van Orden;;;Waterlooville;http://www.wikidata.org/entity/Q937631;;;University of Sussex;politician;10;04;1945
Alessandra Moretti;;;Vicenza;http://www.wikidata.org/entity/Q6537;;;University of Urbino;politician;24;06;1973
Katarina Barley;;;Cologne;http://www.wikidata.org/entity/Q365;;university,phd;University of Marburg,University of Paris-Sud,University of Münster;lawyer,politician;19;11;1968
Radka Maxová;;;Pardubice;http://www.wikidata.org/entity/Q36989;;;University of Chemistry and Technology;politician;02;12;1968
Balázs Hidvéghi;;;Budapest;http://www.wikidata.org/entity/Q1781;;;Petőfi Sándor Gimnázium,Eötvös Loránd University;politician;28;11;1970
Ernest Urtasun;;;Barcelona;http://www.wikidata.org/entity/Q1492;;postgraduate education;Lycée Français de Barcelone,University of Barcelona,Autonomous University of Barcelona;politician,official,researcher;27;01;1982
Simona Bonafè;;;Varese;http://www.wikidata.org/entity/Q6285;;;Università Cattolica del Sacro Cuore;politician,media;12;07;1973
Dace Melbārde;;;Riga;http://www.wikidata.org/entity/Q1773;;;University of Latvia,Latvian Academy of Culture;politician,researcher;03;04;1971
Johan Van Overtveldt;;;Mortsel;http://www.wikidata.org/entity/Q688781;;;University of Antwerp;politician,teacher,media,researcher;24;08;1955
Maria Grapini;;;Berești;http://www.wikidata.org/entity/Q771191;;;Gheorghe Asachi Technical University of Iași;engineer,politician;07;11;1954
François-Xavier Bellamy;;;Paris;http://www.wikidata.org/entity/Q90;;;Lycée Henri-IV,École Normale Supérieure,Paris-Sorbonne University - Paris IV;politician,essayist;11;10;1985
Luděk Niedermayer;;;Brno;http://www.wikidata.org/entity/Q14960;;;Masaryk University;politician,bank officer,researcher;13;03;1966
Franco Roberti;;;Naples;http://www.wikidata.org/entity/Q2634;;;University of Naples Federico II;politician,lawyer,official;16;11;1947
Martina Dlabajová;;;Zlín;http://www.wikidata.org/entity/Q171018;;;University of Padua;politician;26;07;1976
Dita Charanzová;;;Prague;http://www.wikidata.org/entity/Q1085;;;Prague University of Economics and Business;politician;30;04;1975
Jörg Meuthen;;;Essen;http://www.wikidata.org/entity/Q2066;;;University of Cologne,Johannes Gutenberg University Mainz;politician,teacher,researcher;29;06;1961
Jan Zahradil;;;Prague;http://www.wikidata.org/entity/Q1085;;;University of Chemistry and Technology;politician;20;03;1963
Marc Angel;;;Luxembourg;http://www.wikidata.org/entity/Q1842;;;TU Wien,University of Vienna;translator,politician;12;03;1963
Eugen Tomac;;;Ozerne;http://www.wikidata.org/entity/Q4332333;;;University of Bucharest;politician,media,researcher;27;06;1981
Carlos Zorrinho;;;Óbidos;http://www.wikidata.org/entity/Q275862;;;University of Évora;politician;28;05;1959
Kathleen Van Brempt;;;Wilrijk;http://www.wikidata.org/entity/Q2687417;;;Katholieke Universiteit Leuven;politician;18;11;1969
Eliza Vozemberg;;;Athens;http://www.wikidata.org/entity/Q1524;;;National and Kapodistrian University of Athens;politician,lawyer;14;09;1956
Georg Mayer;;;Feldbach;http://www.wikidata.org/entity/Q672717;;;University of Graz;politician;12;10;1973
Romana Tomc;;;Ljubljana;http://www.wikidata.org/entity/Q437;;;University of Ljubljana;politician,researcher;02;11;1965
Sunčana Glavak;;;Čakovec;http://www.wikidata.org/entity/Q167839;;;University of Zagreb;politician;09;12;1968
Pascal Arimont;;;Malmedy;http://www.wikidata.org/entity/Q159838;;;Université catholique de Louvain;politician,lawyer;25;09;1974
Ilan De Basso;;;Turkey;http://www.wikidata.org/entity/Q43;;;;politician;01;10;1969
Malin Björk;;;Tynnered church parish;http://www.wikidata.org/entity/Q10707226;;;;politician;22;05;1972
Hildegard Bentele;;;Ludwigsburg;http://www.wikidata.org/entity/Q622;;;Free University Berlin;politician;22;05;1976
Antoni Comín;Alfonso Carlos Comín;Maria Lluïsa Oliveres i Sanvicens;Barcelona;http://www.wikidata.org/entity/Q1492;Alfonso Carlos Comín,Maria Lluïsa Oliveres i Sanvicens;;Autonomous University of Barcelona,Centre educatiu privat Santa Anna-Eixample,Pompeu Fabra University;intellectual,researcher,teacher,politician;07;03;1971
Cyrus Engerer;;;Pietà;http://www.wikidata.org/entity/Q744070;;;College of Europe;politician;28;09;1981
Elisabetta Gualmini;;;Modena;http://www.wikidata.org/entity/Q279;;;University of Bologna,University of Florence;researcher,politician;17;05;1968
Iskra Mihaylova;;;Sofia;http://www.wikidata.org/entity/Q472;;;Saint Petersburg State University of Culture and Arts;politician,librarian;07;09;1957
Milan Zver;;;Ljubljana;http://www.wikidata.org/entity/Q437;;;University of Graz,University of Ljubljana;politician,researcher;25;05;1962
Petros KOKKALIS;Sokratis Kokkalis;;Athens;http://www.wikidata.org/entity/Q1524;Sokratis Kokkalis;;John F. Kennedy School of Government,Hampshire College;businessperson,politician;26;02;1970
Giorgos Georgiou;;;Afanteia-Ornithi;http://www.wikidata.org/entity/Q4779487;;university;National and Kapodistrian University of Athens;teacher,politician,researcher;09;04;1963
Anna-Michelle Asimakopoulou;;;New York City;http://www.wikidata.org/entity/Q60;;;Cornell University,Complutense University of Madrid,London School of Economics and Political Science,Bryn Mawr College;politician,lawyer,researcher;27;03;1967
Caterina Chinnici;Rocco Chinnici;;Palermo;http://www.wikidata.org/entity/Q2656;Rocco Chinnici;;University of Palermo;politician,official;05;11;1954
Hynek Blaško;;;Prague;http://www.wikidata.org/entity/Q1085;;;Führungsakademie der Bundeswehr;politician,soldier,military officer;15;07;1955
Monica Semedo;;;Grevenmacher;http://www.wikidata.org/entity/Q215826;;;Trier University;researcher,politician,media,singer;15;06;1984
Aušra Maldeikienė;;;Palanga;http://www.wikidata.org/entity/Q2047414;;phd;Vilnius University,Moscow State University Faculty of Economics;politician,media,researcher;04;06;1958
Liudas Mažylis;;;Kaunas;http://www.wikidata.org/entity/Q4115712;;;Vilnius University;politician,media,researcher;19;05;1954
Axel Voss;;;Hamelin;http://www.wikidata.org/entity/Q4062;;;Trier University;politician,lawyer;07;04;1963
Cláudia Monteiro de Aguiar;;;Funchal;http://www.wikidata.org/entity/Q25444;;;;politician;08;04;1982
Gilles Lebreton;;;Brest;http://www.wikidata.org/entity/Q12193;;phd,university;Panthéon-Assas University,Paris-Sorbonne University - Paris IV;politician,lawyer;11;10;1958
Judith Kirton-Darling;;;Dar es Salaam;http://www.wikidata.org/entity/Q1960;;;University of Sheffield;politician,trade unionist;02;06;1977
Lefteris Christoforou;;;Prastio Ammochostou;http://www.wikidata.org/entity/Q7238567;;university;Aristotle University of Thessaloniki;politician,researcher;31;08;1963
Arba Kokalari;;;Tirana;http://www.wikidata.org/entity/Q19689;Musine Kokalari;;Kungsholmens gymnasium,Stockholm University;politician;27;11;1986
Peter Lundgren;;;Bjuv parish;http://www.wikidata.org/entity/Q10430442;;;;politician;02;02;1963
Nathalie Loiseau;;;Neuilly-sur-Seine;http://www.wikidata.org/entity/Q48958;;;Sciences Po,Institut national des langues et civilisations orientales,Lycée Carnot;politician,official;01;06;1964
Radan Kanev;;;Sofia;http://www.wikidata.org/entity/Q472;;;Sofia University,Alphonse-de-Lamartine High School;politician,lawyer;30;09;1975
Gunnar Beck;;;Düsseldorf;http://www.wikidata.org/entity/Q1718;;;Nuffield College;politician,lawyer,researcher;01;05;1965
Grace O'Sullivan;;;Tramore;http://www.wikidata.org/entity/Q507924;;;Waterford Institute of Technology;politician,activist;08;03;1962
Nathan Gill;;;Kingston upon Hull;http://www.wikidata.org/entity/Q128147;;;Ysgol David Hughes;businessperson,politician;06;07;1973
Bergur Løkke Rasmussen;Lars Løkke Rasmussen;Sólrun Løkke Rasmussen;Gilleleje;http://www.wikidata.org/entity/Q2687297;Lars Løkke Rasmussen,Sólrun Løkke Rasmussen;;Copenhagen Business School;politician;04;03;1990
Ignazio Corrao;;;Rome;http://www.wikidata.org/entity/Q220;;;University of Palermo;politician;14;01;1984
Javier López Fernández;;;Madrid;http://www.wikidata.org/entity/Q2807;;;;politician,lawyer;11;11;1985
Matt Carthy;;;Birmingham;http://www.wikidata.org/entity/Q2256;;;Dublin Institute of Technology;politician;19;07;1977
Seb Dance;;;Roehampton;http://www.wikidata.org/entity/Q3057456;;;University of Manchester;politician;01;12;1981
Norbert Lins;;;Ravensburg;http://www.wikidata.org/entity/Q6832;;;;politician;22;12;1977
Dietmar Köster;;;Schwerte;http://www.wikidata.org/entity/Q6863;;phd;Ruhr University Bochum;politician,teacher;06;01;1957
Theresa Griffin;;;Coventry;http://www.wikidata.org/entity/Q6225;;;University of Lancaster,Bishop Ullathorne RC School;politician,trade unionist;11;12;1962
Julie Ward;;;Ripon;http://www.wikidata.org/entity/Q661529;;;Newcastle University;politician;07;03;1957
Karen Melchior;;;Copenhagen;http://www.wikidata.org/entity/Q1748;;;University of Copenhagen;politician,official;15;10;1980
Sven Schulze;;;Quedlinburg;http://www.wikidata.org/entity/Q40623;;;Clausthal University of Technology;politician;31;07;1979
Nikos Androulakis;;;Athens;http://www.wikidata.org/entity/Q1524;;;Democritus University of Thrace;politician,engineer;07;02;1979
Brando Benifei;;;La Spezia;http://www.wikidata.org/entity/Q8611;;;University of Bologna;politician;01;01;1986
Martin Schirdewan;;;East Berlin;http://www.wikidata.org/entity/Q56037;;;Free University Berlin;politician,media;12;07;1975
Emil Radev;;;Varna;http://www.wikidata.org/entity/Q6506;;;Varna Free University,University of Economics - Varna;politician,lawyer;26;05;1971
Kati Piri;;;Celldömölk;http://www.wikidata.org/entity/Q843035;;;University of Groningen,Christelijk Gymnasium Utrecht;political adviser,politician;08;04;1979
Nicola Danti;;;Pelago;http://www.wikidata.org/entity/Q82789;;;University of Florence;politician;06;09;1966
Laura Ferrara;;;Naples;http://www.wikidata.org/entity/Q2634;;phd;University of Calabria;politician,lawyer;11;09;1983
Siegfried Mureșan;;;Hunedoara;http://www.wikidata.org/entity/Q215719;;;Bucharest University of Economic Studies,Humboldt University of Berlin;politician,researcher;20;09;1981
Joëlle Mélin;;;Versailles;http://www.wikidata.org/entity/Q621;;;Marseille Faculty of Medical and Paramedical Sciences;politician;26;03;1950
Jonás Fernández;;;Oviedo;http://www.wikidata.org/entity/Q14317;;;;politician,researcher;08;01;1979
